City,count,mean,std,min,25%,50%,75%,max
390352,589.0,273.5432937181664,183.16347177091228,-1.0,119.0,236.0,399.0,715.0
390353,579.0,279.6735751295337,186.51735962742623,-2.0,118.5,239.0,426.5,685.0
390354,587.0,284.23168654173764,187.9767181622275,-7.0,121.0,245.0,441.5,695.0
390355,582.0,281.5549828178694,193.3839507130134,-3.0,110.0,237.0,426.25,705.0
390356,578.0,283.1764705882353,187.0570585523201,-7.0,116.25,250.5,424.75,695.0
390357,587.0,274.69335604770015,184.9858716313839,-7.0,111.0,228.0,419.5,700.0
390358,593.0,277.36593591905563,188.22113392655257,-8.0,113.0,234.0,431.0,695.0
390359,591.0,285.5719120135364,188.39999232492798,-20.0,118.5,244.0,441.5,690.0
390360,581.0,295.01893287435456,193.68142520261063,-5.0,120.0,248.0,463.0,715.0
390361,585.0,272.68888888888887,177.5179200763957,1.0,124.0,226.0,404.0,715.0
390362,591.0,264.9864636209814,186.71947549283735,-4.0,105.0,217.0,404.5,695.0
390363,591.0,281.575296108291,187.53568880382218,-13.0,115.0,248.0,428.0,706.0
390364,566.0,280.18021201413427,186.95231334794886,-15.0,117.25,237.5,421.0,695.0
390365,541.0,274.6802218114603,183.017969560841,0.0,127.0,222.0,401.0,715.0
390366,543.0,293.3720073664825,188.65838655210308,-4.0,121.5,266.0,450.5,697.0
390367,521.0,272.77543186180424,191.7197510266153,-16.0,109.0,225.0,411.0,700.0
390368,514.0,285.22178988326846,182.84697164800036,6.0,120.25,263.5,420.5,705.0
390369,494.0,270.32793522267207,188.02325432597553,-2.0,107.5,211.5,422.75,692.0
390370,498.0,278.8714859437751,179.5621086291114,5.0,125.25,244.5,404.5,686.0
390371,491.0,282.18940936863544,197.29750344898298,10.0,110.0,231.0,429.0,706.0
390372,492.0,294.780487804878,198.95690458806553,7.0,117.5,251.5,457.25,695.0
390373,466.0,274.2381974248927,181.74597988534896,9.0,114.25,238.0,420.0,682.0
390374,474.0,286.3987341772152,191.17816336178632,-7.0,120.0,239.5,440.75,691.0
390375,473.0,291.10993657505287,187.27298281314702,7.0,127.0,256.0,428.0,696.0
390376,469.0,285.04051172707887,190.81262473170514,-1.0,126.0,242.0,437.0,705.0
390377,470.0,271.64255319148936,185.6365177853527,-13.0,112.0,231.5,416.5,695.0
390378,470.0,273.04893617021276,186.27558208974781,-10.0,112.25,225.0,416.75,685.0
390379,474.0,266.4240506329114,185.17454063279934,-20.0,112.0,216.0,397.25,690.0
390380,471.0,288.04458598726114,194.71943844924112,-15.0,125.0,236.0,446.5,696.0
390381,466.0,304.2832618025751,189.61698014705976,-8.0,125.25,297.5,463.5,696.0
390382,472.0,288.0,182.74905932357572,-5.0,129.0,260.5,429.0,700.0
390383,473.0,277.630021141649,188.2309720598188,-35.0,116.0,231.0,422.0,692.0
390384,467.0,270.29764453961457,193.25008607235364,10.0,105.0,210.0,429.5,715.0
390385,442.0,279.87330316742083,180.26790912113452,-9.0,125.0,250.5,415.0,690.0
390386,232.0,268.66379310344826,173.08434217426026,-4.0,137.5,231.0,388.75,669.0
390401,913.0,246.08871851040524,174.95844059714562,-17.0,110.0,196.0,344.0,710.0
390402,588.0,245.16666666666666,168.42454503667818,-19.0,107.0,202.0,348.25,685.0
390403,586.0,245.12798634812287,164.31230115071284,-20.0,118.25,205.0,345.75,715.0
390404,586.0,259.02901023890786,175.13229435055314,-8.0,118.0,211.0,389.0,715.0
390405,514.0,257.8171206225681,172.5173144930101,-17.0,122.0,214.0,361.75,701.0
390406,513.0,262.8070175438597,175.8740221562238,-16.0,119.0,219.0,366.0,697.0
390407,487.0,253.17248459958932,172.652446571685,-25.0,120.5,217.0,355.5,701.0
390408,467.0,250.4218415417559,171.93966589031368,-7.0,115.0,207.0,357.0,705.0
390409,470.0,272.0276595744681,181.41446521306005,-17.0,118.0,239.5,392.75,715.0
390410,472.0,245.89194915254237,168.9370257260406,-5.0,114.75,202.5,340.25,686.0
390411,471.0,242.93205944798302,172.9300671954352,-24.0,105.0,188.0,341.5,682.0
390412,469.0,238.82515991471215,180.12090943363222,-7.0,96.0,179.0,361.0,690.0
390413,425.0,250.59058823529412,178.6613400809242,6.0,102.0,199.0,359.0,705.0
390414,419.0,236.65393794749403,174.72853052775463,-9.0,97.0,174.0,348.5,715.0
390415,425.0,230.7341176470588,170.9006728743372,-14.0,97.0,172.0,336.0,683.0
390416,422.0,243.7227488151659,179.37984063079693,-4.0,95.0,186.0,368.75,710.0
390417,418.0,237.55263157894737,170.7155019175958,1.0,108.0,182.0,318.75,698.0
390418,422.0,243.85545023696682,169.60706427765527,8.0,104.0,197.0,371.0,701.0
390419,423.0,241.7565011820331,176.75916032103544,-70.0,106.0,183.0,362.0,695.0
390420,397.0,243.1410579345088,174.94886771579735,7.0,103.0,187.0,336.0,711.0
390421,400.0,241.155,174.54430744987903,-3.0,100.5,182.0,360.5,700.0
390422,377.0,241.6710875331565,181.66087482933943,0.0,97.0,184.0,359.0,683.0
390423,375.0,220.35733333333334,171.17720840509654,10.0,91.0,167.0,287.0,688.0
390424,354.0,229.77683615819208,156.15487128015783,-17.0,112.25,190.0,316.5,710.0
390425,346.0,223.3757225433526,162.7552724591266,-1.0,105.0,170.0,296.75,663.0
390426,349.0,260.7707736389685,176.50368481298256,2.0,115.0,212.0,379.0,686.0
390427,354.0,240.9915254237288,172.9821993378263,-15.0,101.0,188.5,354.75,672.0
390428,352.0,231.1619318181818,171.8913704030818,-6.0,95.0,175.5,335.0,695.0
390429,348.0,239.15804597701148,181.80523121312814,-5.0,99.0,170.5,344.25,690.0
390430,307.0,251.7654723127036,186.789272707814,2.0,104.5,181.0,381.0,695.0
390431,235.0,259.3659574468085,183.83263625480473,9.0,115.0,192.0,406.0,701.0
390432,235.0,239.42127659574467,176.52862644803054,0.0,102.5,184.0,328.5,687.0
390433,238.0,235.73529411764707,179.95864883120686,-30.0,99.25,181.5,330.5,700.0
390434,175.0,245.44571428571427,165.76002655628673,-4.0,120.0,184.0,358.5,679.0
390501,777.0,308.2084942084942,193.54560127555538,-27.0,132.0,280.0,453.0,705.0
390502,709.0,303.7277856135402,190.37622008327853,-15.0,138.0,274.0,464.0,710.0
390503,640.0,302.9984375,183.2606044321444,15.0,151.75,269.0,446.25,701.0
390504,642.0,312.9018691588785,183.29154128673048,0.0,163.0,284.5,458.75,710.0
390505,640.0,313.528125,190.61728855076194,-3.0,156.0,277.5,475.5,705.0
390506,643.0,310.447900466563,183.9795507254786,-19.0,157.0,286.0,458.5,705.0
390507,646.0,300.0866873065016,194.11114511976564,-6.0,131.0,270.0,456.75,710.0
390508,639.0,320.49295774647885,185.48013488301746,-15.0,170.0,286.0,470.5,710.0
390509,641.0,313.13104524180966,190.80487821413794,-13.0,145.0,281.0,480.0,705.0
390510,591.0,297.8900169204738,188.39397886623277,-13.0,136.5,263.0,443.0,715.0
390511,571.0,318.90017513134853,183.5737879751579,10.0,166.0,293.0,455.5,710.0
390512,570.0,306.4456140350877,187.92849486195806,3.0,152.0,268.5,442.0,710.0
390513,566.0,321.69257950530033,192.07401094201182,-1.0,154.25,299.0,473.25,720.0
390514,569.0,317.1968365553603,194.2329258828617,7.0,143.0,294.0,484.0,710.0
390515,519.0,319.5472061657033,194.5186346218593,13.0,159.0,282.0,484.0,710.0
390516,502.0,308.40637450199205,197.5817024446377,-5.0,133.25,286.0,460.5,695.0
390517,499.0,315.1362725450902,185.42089715926642,0.0,156.0,304.0,469.5,706.0
390518,498.0,306.96787148594376,184.69332613878822,3.0,156.25,273.5,437.0,705.0
390519,492.0,317.7134146341463,188.87668037623345,3.0,159.25,285.0,475.25,705.0
390520,497.0,315.79476861167,186.79542386205077,-2.0,151.0,279.0,466.0,698.0
390521,499.0,316.65931863727457,191.0604105781673,-15.0,146.5,292.0,466.0,697.0
390522,501.0,333.25948103792416,190.92656319886487,-15.0,162.0,316.0,491.0,700.0
390523,501.0,314.2315369261477,188.93869451076753,0.0,160.0,273.0,479.0,700.0
390524,475.0,313.1663157894737,185.30622313169806,14.0,162.5,280.0,448.0,705.0
390525,475.0,337.2736842105263,182.2773795137222,16.0,180.0,314.0,483.0,690.0
390526,477.0,315.27463312368974,169.43325588475113,14.0,169.0,289.0,448.0,698.0
390527,476.0,322.4957983193277,181.93084279817998,-20.0,172.0,308.0,459.75,720.0
390528,477.0,328.0691823899371,187.55536279004366,-3.0,161.0,307.0,494.0,698.0
390529,476.0,322.50840336134456,177.43053179609583,9.0,169.75,297.0,464.0,705.0
390530,478.0,333.44769874476987,183.6103578402469,0.0,177.0,324.5,486.0,702.0
390531,475.0,311.2294736842105,182.0330103332586,16.0,152.0,283.0,449.0,695.0
390532,478.0,318.7426778242678,190.54921916740827,15.0,153.25,271.5,488.75,697.0
390533,476.0,326.2647058823529,186.7973551433341,15.0,168.75,290.5,481.25,710.0
390534,476.0,329.4390756302521,185.852784033596,4.0,172.75,289.5,485.25,701.0
390535,477.0,326.33752620545073,179.01158745111067,12.0,177.0,303.0,473.0,710.0
390536,479.0,331.6179540709812,173.50476031714282,12.0,184.5,318.0,468.5,710.0
390537,473.0,329.94080338266383,182.3131522172416,11.0,176.0,307.0,494.0,710.0
390538,472.0,325.7118644067797,185.0100634983604,-2.0,168.0,295.0,468.5,712.0
390539,475.0,285.29052631578946,184.73599538321906,6.0,118.0,257.0,428.5,695.0
390540,467.0,284.3104925053533,191.99831219408998,-12.0,120.0,244.0,436.0,706.0
390541,472.0,284.4279661016949,185.8247327945004,11.0,114.75,260.5,428.0,700.0
390542,400.0,275.015,186.01441659978238,-7.0,119.75,230.5,407.5,693.0
390543,401.0,275.8279301745636,186.67976006507806,8.0,113.0,228.0,417.0,705.0
390544,402.0,299.45522388059703,197.85444972727404,15.0,122.25,261.0,476.5,710.0
390545,354.0,295.7231638418079,188.00660640294413,7.0,127.25,255.0,437.0,690.0
390546,352.0,273.9573863636364,195.39096872050382,-35.0,99.5,227.5,421.0,706.0
390547,351.0,270.8575498575499,186.52157958257712,13.0,119.0,215.0,414.5,672.0
390548,352.0,252.98295454545453,172.1452038791561,-25.0,103.75,219.5,379.75,676.0
